CHROM,Comparison,SD,MIN,MAX,MEAN
7,broiler line A vs white layer,0.16612569022176932,-5.15675e-4,0.959971,0.3678365023868653
7,broiler line B vs brown layer,0.14992980488290303,-0.00238865,0.792936,0.32308002596578367
7,broiler line B vs red junglefowl,0.07936111532584186,-0.00109302,0.67275,0.20257506888030888
7,broiler line B vs white layer,0.15333722869795857,0.0360334,0.887691,0.39626304409492275
7,brown layer vs red junglefowl,0.11269639262962072,0.0222698,0.784405,0.3097083555432984
7,brown layer vs white layer,0.16493154060254345,0.0738878,0.987694,0.5278430290697674
7,ixworth vs broiler line A,0.08925783213179582,0.00607429,0.591385,0.17384516880242826
7,ixworth vs broiler line B,0.08584061299922062,0.0135865,0.601435,0.1916161103200883
7,ixworth vs brown layer,0.11257477439846217,0.00224403,0.656942,0.2815519243677526
7,ixworth vs red junglefowl,0.06949741926146676,0.0294188,0.540684,0.20239754908990623
7,ixworth vs white layer,0.1304470078829662,-0.0101926,0.804878,0.3527594167973495
7,white layer vs red junglefowl,0.12416441013062085,0.039844,0.830351,0.38649517650303367
8,broiler line A vs broiler line B,0.08759720527620424,-0.0292489,0.538561,0.09485703334436953
8,broiler line A vs brown layer,0.15565529162395933,0.00969543,0.943079,0.28469671721510453
8,broiler line A vs red junglefowl,0.08571868408212231,-0.00289348,0.647221,0.20214108932164532
8,broiler line A vs white layer,0.16935197982062636,0.0466057,0.903489,0.3843857165317139
8,broiler line B vs brown layer,0.1514957578663276,0.00996911,0.880446,0.3097588344639245
8,broiler line B vs red junglefowl,0.08584107368478029,0.016092,0.559478,0.22282093546864465
8,broiler line B vs white layer,0.1671863822875364,0.0296724,0.917079,0.44780791139581927
8,brown layer vs red junglefowl,0.11232915706561442,0.0170609,0.727362,0.2930749287929872
8,brown layer vs white layer,0.18257644325480796,0.0477605,0.997871,0.5256776896621622
8,ixworth vs broiler line A,0.10743477657643273,-0.00557334,0.770253,0.21799106045791244
8,ixworth vs broiler line B,0.11241340691561906,0.0027066,0.800675,0.2277242354882155
8,ixworth vs brown layer,0.13232242723880308,0.0222201,0.85619,0.29252368033670034
8,ixworth vs red junglefowl,0.0981205913778203,0.0118675,0.780261,0.2334151336473755
8,ixworth vs white layer,0.15063657828584362,0.0248685,0.887181,0.4104143696500673
8,white layer vs red junglefowl,0.12145440719210553,0.0147455,0.855596,0.4362371785569791
9,broiler line A vs broiler line B,0.06470220062085551,-0.0139785,0.358915,0.09654318877427598
9,broiler line A vs brown layer,0.15653363163634265,-0.00510078,0.753414,0.31448698885860304
9,broiler line A vs red junglefowl,0.06297499500507786,0.0398444,0.460748,0.19176521652470188
9,broiler line A vs white layer,0.1405705547727736,0.0716537,0.947973,0.4371515741908007
9,broiler line B vs brown layer,0.16255608958926834,0.00194119,0.958624,0.34822908688245313
9,broiler line B vs red junglefowl,0.0813406535722345,0.0255188,0.686708,0.22616717001703576
9,broiler line B vs white layer,0.15522632606204595,0.0606159,0.94232,0.4783819543441227
9,brown layer vs red junglefowl,0.10744833454794471,0.0331849,0.676054,0.33320141056218056
9,brown layer vs white layer,0.17092713333467002,0.0827802,0.970251,0.5953376930153322
9,ixworth vs broiler line A,0.0831292862159165,0.0043495,0.534436,0.16963479109028962
9,ixworth vs broiler line B,0.09954239586852888,0.0174869,0.621412,0.20488047580919932
9,ixworth vs brown layer,0.12630022010628134,0.0017352,0.653308,0.3134044200681431
9,ixworth vs red junglefowl,0.07621566738544802,0.019218,0.525987,0.21484176209540035
9,ixworth vs white layer,0.1344889986453926,0.066886,0.815624,0.38478612683134583
9,white layer vs red junglefowl,0.11251893496846699,0.10339,0.740403,0.4339001601362862
10,broiler line A vs broiler line B,0.05519205027915942,-0.0162131,0.302777,0.08130748372783203
10,broiler line A vs brown layer,0.15452019869018904,0.00601143,0.738155,0.2913531738258317
10,broiler line A vs red junglefowl,0.0695471873755103,0.0125105,0.463835,0.1770208067317073
10,broiler line A vs white layer,0.1426429187578644,0.0020107,0.772213,0.37443859529872675
10,broiler line B vs brown layer,0.13833496200641537,-0.0114412,0.718235,0.2957697781604697
10,broiler line B vs red junglefowl,0.06801698301198049,0.0137791,0.420271,0.19680766682926829
10,broiler line B vs white layer,0.1519232328016996,0.0138112,0.77239,0.39683808413320276
10,brown layer vs red junglefowl,0.12476324364348546,0.0341558,0.704362,0.33096756533203125
10,brown layer vs white layer,0.224092825391551,2.32427e-4,0.996455,0.5393758003205882
10,ixworth vs broiler line A,0.07857547202685035,0.00463213,0.435553,0.15513591046783626
10,ixworth vs broiler line B,0.08226956565850639,0.018315,0.507763,0.18828780575048734
10,ixworth vs brown layer,0.13858547489023584,0.0027807,0.6832,0.3205426573099415
10,ixworth vs red junglefowl,0.07234060231579251,0.0233966,0.521702,0.20622479094449855
10,ixworth vs white layer,0.13024325037628515,0.0211476,0.746314,0.3675319581871345
10,white layer vs red junglefowl,0.11076182083879116,0.0238831,0.763813,0.4050662734634146
11,broiler line A vs broiler line B,0.05994871096639072,-0.0164715,0.329794,0.08363207835801217
11,broiler line A vs brown layer,0.152469421143744,0.0327871,0.806761,0.3179039211967546
11,broiler line A vs red junglefowl,0.07427307301118082,0.011862,0.463307,0.17530298265720082
11,broiler line A vs white layer,0.16569836854140665,-0.00279468,0.813586,0.4085771840669371
11,broiler line B vs brown layer,0.14596490430048067,0.0167154,0.885561,0.32107838965517244
11,broiler line B vs red junglefowl,0.07250123137384024,0.0256149,0.568291,0.18604460344827586
11,broiler line B vs white layer,0.16587742907412437,0.0582342,0.924895,0.4220811897565923
11,brown layer vs red junglefowl,0.11152747752442212,0.0462191,0.697092,0.29595956064908724
11,brown layer vs white layer,0.18619215207850515,-0.014765,0.99865,0.5523611546193415
11,ixworth vs broiler line A,0.10007514673928834,0.0180608,0.741574,0.17503122310030395
11,ixworth vs broiler line B,0.09272294787509498,0.00556231,0.713271,0.17625731847011145
11,ixworth vs brown layer,0.12139158763863687,0.0178315,0.709737,0.2727939841945289
11,ixworth vs red junglefowl,0.07201140347325481,0.0276404,0.584681,0.1877806023302938
11,ixworth vs white layer,0.14640051008903815,0.0473124,0.995089,0.39927937274569403
11,white layer vs red junglefowl,0.11685599765138144,0.0790674,0.753086,0.42672376328600403
12,broiler line A vs broiler line B,0.06734722248788745,-0.00898825,0.416244,0.10382861767258382
12,broiler line A vs brown layer,0.14359207483301945,-0.0048933,0.722859,0.2870422124260355
12,broiler line A vs red junglefowl,0.05472167863936374,0.00335516,0.433693,0.1543188829359606
12,broiler line A vs white layer,0.13434509854633897,0.0227348,0.724399,0.31720573948667324
12,broiler line B vs brown layer,0.13226878008360987,-0.0175402,0.723752,0.32086101331360944
12,broiler line B vs red junglefowl,0.05657894685393747,0.00750956,0.367649,0.17192006675862068
12,broiler line B vs white layer,0.13634193617257057,0.00935056,0.769565,0.3551187811944719
12,brown layer vs red junglefowl,0.10255713125387637,0.0278543,0.598851,0.30125450157480316
12,brown layer vs white layer,0.18183829008565713,0.0244047,0.947292,0.5035650183613031
12,ixworth vs broiler line A,0.06842183104896377,0.00739598,0.376494,0.1342993847394297
12,ixworth vs broiler line B,0.07245181767648454,0.0114372,0.460617,0.1502027028515241
12,ixworth vs brown layer,0.1104815517641103,0.0262476,0.630118,0.2717801655850541
12,ixworth vs red junglefowl,0.05869910417084229,0.0039512,0.453049,0.16566742459193706
12,ixworth vs white layer,0.12312060662341492,0.00891738,0.713117,0.3233593046017699
12,white layer vs red junglefowl,0.1092260974068325,0.0210457,0.705256,0.354567525
13,broiler line A vs broiler line B,0.060005859836436894,-0.0174573,0.441444,0.09670375858683927
13,broiler line A vs brown layer,0.160825613196845,0.0324456,0.889426,0.3089174324324324
13,broiler line A vs red junglefowl,0.05993697222343912,0.0205479,0.498969,0.16586534547413792
13,broiler line A vs white layer,0.1423234126171615,0.0176877,0.880817,0.35972300615550756
13,broiler line B vs brown layer,0.1787856658107001,-0.0060453,0.848311,0.3494079371089536
13,broiler line B vs red junglefowl,0.06971677286658756,0.0311452,0.507686,0.20744399126213592
13,broiler line B vs white layer,0.1479431887503592,0.0449817,0.853293,0.40420657486515643
13,brown layer vs red junglefowl,0.12238720322134387,0.0106772,0.716515,0.3359230696871629
13,brown layer vs white layer,0.16952968985453218,0.0606686,0.997098,0.5457704442516269
13,ixworth vs broiler line A,0.06078448260337466,0.00655983,0.38269,0.1421864102262931
13,ixworth vs broiler line B,0.08124602789116679,0.00928137,0.506753,0.1802571826185345
13,ixworth vs brown layer,0.12819174215573712,0.0141779,0.73013,0.3135848073354908
13,ixworth vs red junglefowl,0.061259873920929395,0.0171243,0.488966,0.21539681971982758
13,ixworth vs white layer,0.12181833837557526,0.0451253,0.752415,0.36039617227615967
13,white layer vs red junglefowl,0.11843883067158437,0.0700312,0.684182,0.3795359848975189
14,broiler line A vs broiler line B,0.0736875611501644,-0.0189864,0.48004,0.10193856583697047
14,broiler line A vs brown layer,0.11764679385215294,0.00752027,0.600896,0.2909377303851091
14,broiler line A vs red junglefowl,0.0835320689482892,0.0108773,0.565551,0.21169449435897436
14,broiler line A vs white layer,0.15534302864154903,0.0204994,0.884443,0.3940339703846154
14,broiler line B vs brown layer,0.1219105724552801,0.0143016,0.732186,0.2831796250965251
14,broiler line B vs red junglefowl,0.08622898312916787,0.00316422,0.616318,0.213627254
14,broiler line B vs white layer,0.15197890436421937,-0.0162435,0.889019,0.39008666799485864
14,brown layer vs red junglefowl,0.11187747019737689,0.00947338,0.616173,0.28838799370038415
14,brown layer vs white layer,0.18619338595256146,0.0366607,0.935654,0.4676312120822622
14,ixworth vs broiler line A,0.0892931902652073,0.0207323,0.533973,0.21188696939820742
14,ixworth vs broiler line B,0.08453286083332938,-0.00217251,0.561841,0.20933926530601793
14,ixworth vs brown layer,0.10894419861236752,-0.016698,0.809618,0.2881108733674776
14,ixworth vs red junglefowl,0.0895752466143756,0.0322949,0.691214,0.2296193647887324
14,ixworth vs white layer,0.12855713678006853,0.00142669,0.793662,0.36050674492957746
14,white layer vs red junglefowl,0.14139362266966946,0.025699,0.680675,0.36952511897435897
15,broiler line A vs broiler line B,0.07428407066045016,-0.0244176,0.470605,0.10459595620398773
15,broiler line A vs brown layer,0.11716951977882044,0.00231793,0.62857,0.27525026262269936
15,broiler line A vs red junglefowl,0.07206101332466092,0.043312,0.56745,0.1861623055214724
15,broiler line A vs white layer,0.14453026857015028,0.022739,0.783188,0.32567149217791413
15,broiler line B vs brown layer,0.13610983050104775,0.0247185,0.802228,0.323571438803681
15,broiler line B vs red junglefowl,0.08084619215650146,0.0441862,0.55957,0.21507471840490797
15,broiler line B vs white layer,0.17114012245423155,0.0332179,0.934558,0.39403537852760734
15,brown layer vs red junglefowl,0.09608100038671821,0.0669204,0.731925,0.3164977306748466
15,brown layer vs white layer,0.1710366542542069,0.0608933,0.933104,0.5086467097372488
15,ixworth vs broiler line A,0.09671514983993496,-0.0136803,0.498752,0.20383405027300613
15,ixworth vs broiler line B,0.11316621384112475,0.0247223,0.633415,0.24302155383435584
15,ixworth vs brown layer,0.1388370883730141,0.0232024,0.725409,0.34342131380368096
15,ixworth vs red junglefowl,0.09058221446980039,0.0469332,0.58335,0.25888198466257667
15,ixworth vs white layer,0.14735240233815516,0.0342277,0.769956,0.39829819202453987
15,white layer vs red junglefowl,0.10387154527043899,0.023438,0.738392,0.387074763803681
16,broiler line A vs broiler line B,0.06592142488380294,-0.0103939,0.490502,0.06265565111111111
16,broiler line A vs brown layer,0.05529573943805743,0.0850527,0.3619,0.1910673965811966
16,broiler line A vs red junglefowl,0.03828097620479423,0.0377479,0.273742,0.1104096680672269
16,broiler line A vs white layer,0.1574417257139359,0.0422606,0.775779,0.3243192247863248
16,broiler line B vs brown layer,0.06354694838479152,0.00629253,0.389621,0.19620987059322034
16,broiler line B vs red junglefowl,0.049244918387688824,0.0267292,0.293709,0.11533381440677966
16,broiler line B vs white layer,0.1632971034190276,0.0801088,0.773641,0.36007952393162396
16,brown layer vs red junglefowl,0.04007828523927024,0.0699018,0.326184,0.1758496372881356
16,brown layer vs white layer,0.1320058890061434,0.176272,0.761742,0.4532948965517241
16,ixworth vs broiler line A,0.05740537919971334,0.052771,0.495531,0.1469489
16,ixworth vs broiler line B,0.059208368442861536,0.0529715,0.496489,0.15367498571428573
16,ixworth vs brown layer,0.05767041048254951,0.0304114,0.464232,0.21407281848739496
16,ixworth vs red junglefowl,0.04554870032901353,0.0434049,0.310505,0.14327317731092437
16,ixworth vs white layer,0.1271005378275829,0.0910368,0.639863,0.29073816779661016
16,white layer vs red junglefowl,0.12951472805886022,0.091674,0.73621,0.33980910169491524
17,broiler line A vs broiler line B,0.053239764114020045,-0.0112165,0.293719,0.08733873998638132
17,broiler line A vs brown layer,0.13704003891927094,0.0333931,0.628063,0.2629343931906615
17,broiler line A vs red junglefowl,0.06424426486480084,0.0254217,0.49218,0.1916227359922179
17,broiler line A vs white layer,0.1305492949828266,0.0823956,0.733007,0.31194991536964983
17,broiler line B vs brown layer,0.1435298702654788,0.0469997,0.692385,0.294481406614786
17,broiler line B vs red junglefowl,0.06688897334376964,0.0262272,0.392919,0.21218299357976653
17,broiler line B vs white layer,0.14467661638737095,0.08822,0.796597,0.3651195492217899
17,brown layer vs red junglefowl,0.09806168280479162,0.136155,0.602887,0.30992956420233464
17,brown layer vs white layer,0.18507904458826097,0.0377727,0.958024,0.471664386770428
17,ixworth vs broiler line A,0.07597507065436246,0.00238946,0.473036,0.15154158961089495
17,ixworth vs broiler line B,0.07700683914857918,0.0045299,0.566933,0.1801960912451362
17,ixworth vs brown layer,0.10455023414619716,0.0529552,0.629634,0.28753885038910504
17,ixworth vs red junglefowl,0.061756811478875524,0.0429568,0.526699,0.22715771381322958
17,ixworth vs white layer,0.1018413091663907,0.0738395,0.705942,0.3215351799610895
17,white layer vs red junglefowl,0.11524992312467175,0.18367,0.811821,0.3953022840466926
18,broiler line A vs broiler line B,0.09662084115720636,-0.00744379,0.510749,0.13907533239506173
18,broiler line A vs brown layer,0.1285002218687651,0.0345443,0.646852,0.3124046433862434
18,broiler line A vs red junglefowl,0.06451480067799184,0.0180092,0.417978,0.1886680096830986
18,broiler line A vs white layer,0.13695063844625655,0.0156887,0.799306,0.4217576552028219
18,broiler line B vs brown layer,0.1485845008661106,0.0044792,0.950491,0.325278075308642
18,broiler line B vs red junglefowl,0.09105766576157287,0.0165637,0.682414,0.21526758450704225
18,broiler line B vs white layer,0.16318716437203282,0.0221566,0.896825,0.4306166389770723
18,brown layer vs red junglefowl,0.0902537049655094,0.0595454,0.538068,0.28198561887125223
18,brown layer vs white layer,0.15976471510686224,0.00328638,0.961772,0.5516149971428571
18,ixworth vs broiler line A,0.1083477666601579,0.0216452,0.70562,0.20397885837742505
18,ixworth vs broiler line B,0.10325831966099847,0.0244145,0.726367,0.2222967098765432
18,ixworth vs brown layer,0.10306668915894707,0.0362307,0.622433,0.3191604929453263
18,ixworth vs red junglefowl,0.06056349735419471,0.0212147,0.487925,0.21384240158450704
18,ixworth vs white layer,0.11804568977409766,0.0919719,0.845494,0.3732887504409171
18,white layer vs red junglefowl,0.10115336561447329,0.0210873,0.606327,0.37199610335097
19,broiler line A vs broiler line B,0.07107772769171677,-0.00379435,0.446657,0.10405534267387033
19,broiler line A vs brown layer,0.11248069351811543,0.0238947,0.588708,0.27919572436149315
19,broiler line A vs red junglefowl,0.06371676871169665,0.0221684,0.434363,0.16798500412573675
19,broiler line A vs white layer,0.1197632033374245,0.04173,0.716328,0.363034841453831
19,broiler line B vs brown layer,0.11561863065690774,0.0465133,0.640058,0.32169877740667974
19,broiler line B vs red junglefowl,0.06838647058651091,0.0416207,0.448048,0.2044859673870334
19,broiler line B vs white layer,0.1309376893419545,0.0425141,0.749923,0.3919416758349705
19,brown layer vs red junglefowl,0.09483119968438235,0.0792023,0.533381,0.3095856500982318
19,brown layer vs white layer,0.15064720912702928,0.0968957,0.899612,0.5349133931102362
19,ixworth vs broiler line A,0.06186649989910767,1.73558e-4,0.462876,0.13723819901761253
19,ixworth vs broiler line B,0.07206304732813434,0.0354487,0.431542,0.16821789060665363
19,ixworth vs brown layer,0.10028276609204889,0.0616138,0.579096,0.28640069589041095
19,ixworth vs red junglefowl,0.06974819646776828,0.0419344,0.551559,0.19713458571428571
19,ixworth vs white layer,0.12181060757298062,0.0445657,0.658509,0.34390163542074365
19,white layer vs red junglefowl,0.10370373177456961,0.0720565,0.63344,0.38622933025540274
20,broiler line A vs broiler line B,0.06147241814411997,-0.00271125,0.338743,0.11143814303597123
20,broiler line A vs brown layer,0.12198077007912111,0.0470035,0.642679,0.3143711952517986
20,broiler line A vs red junglefowl,0.05233018173412336,0.0326039,0.435955,0.17940082690647483
20,broiler line A vs white layer,0.1330322380943149,0.0912308,0.812658,0.4020012198561151
20,broiler line B vs brown layer,0.13754309636109144,0.0209496,0.811386,0.30443894287769785
20,broiler line B vs red junglefowl,0.06672750543537576,0.00698439,0.498359,0.2046325745179856
20,broiler line B vs white layer,0.15217611520497126,0.0823535,0.869831,0.451817245323741
20,brown layer vs red junglefowl,0.10428947348213695,0.0581808,0.632368,0.3257782235971223
20,brown layer vs white layer,0.16354641452397203,0.105666,0.978723,0.6215076964028777
20,ixworth vs broiler line A,0.10003132574471664,0.0199154,0.587484,0.21460669366906474
20,ixworth vs broiler line B,0.10947899156069668,0.0334822,0.643071,0.2512060705035971
20,ixworth vs brown layer,0.12730204247496973,0.0934746,0.838871,0.38738503611510794
20,ixworth vs red junglefowl,0.0826002965849644,0.0627192,0.621269,0.268857844028777
20,ixworth vs white layer,0.17119028074708947,0.0832368,0.896408,0.42848613208633096
20,white layer vs red junglefowl,0.12599856320164987,0.0775362,0.776612,0.4295860564028777
21,broiler line A vs broiler line B,0.05820951637765841,0.00358444,0.306881,0.09952332469208211
21,broiler line A vs brown layer,0.14230198631492014,-0.00279259,0.650879,0.3572675903812317
21,broiler line A vs red junglefowl,0.06579555407549101,0.00962782,0.362415,0.1634957475659824
21,broiler line A vs white layer,0.13402503842861133,0.0735747,0.750892,0.3555568507331378
21,broiler line B vs brown layer,0.13677709533333512,0.0436933,0.647218,0.3554813548387097
21,broiler line B vs red junglefowl,0.04705830264724548,0.0285512,0.296361,0.15650416041055717
21,broiler line B vs white layer,0.1312265604291686,0.0314095,0.675186,0.3168535662756598
21,brown layer vs red junglefowl,0.10180592666286867,0.0694025,0.592032,0.35198248504398827
21,brown layer vs white layer,0.1587064582886863,0.0740648,0.982856,0.5947235683284458
21,ixworth vs broiler line A,0.07193644498319858,0.0025219,0.405778,0.15623397316715543
21,ixworth vs broiler line B,0.06540339448936225,0.0382005,0.411997,0.1463707255131965
21,ixworth vs brown layer,0.09060344686007477,0.116523,0.550715,0.337292991202346
21,ixworth vs red junglefowl,0.05786766030797668,0.0628144,0.489417,0.17920413636363636
21,ixworth vs white layer,0.09037310201234275,0.0271572,0.559796,0.2865522219941349
21,white layer vs red junglefowl,0.10143168679300742,0.0618154,0.636828,0.34945873724340176
22,broiler line A vs broiler line B,0.042129042581043025,-0.00225935,0.244835,0.07408399449799197
22,broiler line A vs brown layer,0.11236477988587244,0.0556349,0.613032,0.3045857316
22,broiler line A vs red junglefowl,0.0686209458513992,-0.00666157,0.426982,0.16666055692
22,broiler line A vs white layer,0.12037175284651198,0.10793,0.726288,0.38885654
22,broiler line B vs brown layer,0.12689531270564597,0.046814,0.727906,0.3230966710843374
22,broiler line B vs red junglefowl,0.0826619194594385,0.0152637,0.470331,0.1725441608
22,broiler line B vs white layer,0.1331495357039713,0.102815,0.852353,0.40063496
22,brown layer vs red junglefowl,0.11414884048423883,0.0403788,0.703324,0.3165514952
