label,x,y,plot_type,plot_num
white_layer,577.1321026257164,3277.8201004136627,path,5
white_layer,624.2411022879348,4992.507235013294,path,5
white_layer,675.1954223526711,4992.507235013294,path,5
white_layer,730.308941040734,4992.507235013294,path,5
white_layer,789.9211572045517,4992.507235013294,path,5
white_layer,854.3992816385016,4992.507235013294,path,5
white_layer,924.1404990945867,4850.346241119308,path,5
white_layer,999.5744149374602,2936.6269788851664,path,5
white_layer,1081.1657015101796,3162.0387575048558,path,5
white_layer,1169.4169605122738,3162.0387575048558,path,5
white_layer,1264.8718190223574,3162.0387575048558,path,5
white_layer,1368.118278236769,3162.0387575048558,path,5
white_layer,1479.7923355524267,49676.47154415045,path,5
white_layer,1600.581902305919,122148.64474336708,path,5
white_layer,1731.23104130206,122148.64474336708,path,5
white_layer,1872.54455023506,122148.64474336708,path,5
white_layer,2025.3929192361536,122148.64474336708,path,5
white_layer,2190.717693086125,122148.64474336708,path,5
white_layer,2369.5372711239434,52533.580832927575,path,5
white_layer,2562.953180578877,1283.9247793199029,path,5
white_layer,2772.1568619697796,1283.9247793199029,path,5
white_layer,2998.4370083695426,1283.9247793199029,path,5
white_layer,3243.187503744549,1283.9247793199029,path,5
white_layer,3507.916009269213,1283.9247793199029,path,5
white_layer,3794.2532505072454,1283.9247793199029,path,5
white_layer,4103.963062668631,132183.9514746523,path,5
white_layer,4438.953255820986,234215.54497680845,path,5
white_layer,4801.2873669849405,234215.54497680845,path,5
white_layer,5193.197371506368,234215.54497680845,path,5
white_layer,5617.0974320073965,234215.54497680845,path,5
white_layer,6075.598769609635,234215.54497680845,path,5
white_layer,6571.525749036269,234215.54497680845,path,5
white_layer,7107.933276677086,234215.54497680845,path,5
white_layer,7688.125618788418,234215.54497680845,path,5
white_layer,8315.676755747916,234215.54497680845,path,5
white_layer,8994.452397746292,234215.54497680845,path,5
white_layer,9728.63379753244,234215.54497680845,path,5
white_layer,10522.74350689827,234215.54497680845,path,5
white_layer,11381.673235563117,234215.54497680845,path,5
white_layer,12310.713984068054,234215.54497680845,path,5
white_layer,13315.588636298646,234215.54497680845,path,5
white_layer,14402.487212405815,234215.54497680845,path,5
white_layer,15578.1049992825,234215.54497680845,path,5
white_layer,16849.683793479515,234215.54497680845,path,5
white_layer,18225.05651061684,234215.54497680845,path,5
white_layer,19712.69543608372,234215.54497680845,path,5
white_layer,21321.76441425166,234215.54497680845,path,5
white_layer,23062.17529768554,234215.54497680845,path,5
white_layer,24944.649004079358,234215.54497680845,path,5
white_layer,26980.781557026974,234215.54497680845,path,5
white_layer,29183.115517438568,234215.54497680845,path,5
white_layer,31565.217245619624,234215.54497680845,path,5
white_layer,34141.76046994637,234215.54497680845,path,5
white_layer,36928.616676920064,234215.54497680845,path,5
white_layer,39942.952879401986,234215.54497680845,path,5
white_layer,43203.337365281215,234215.54497680845,path,5
white_layer,46729.85407798545,234215.54497680845,path,5
white_layer,50544.22633341859,234215.54497680845,path,5
white_layer,54669.950635420006,234215.54497680845,path,5
white_layer,59132.441414048066,234215.54497680845,path,5
white_layer,63959.18757827441,234215.54497680845,path,5
white_layer,69179.92184745213,234215.54497680845,path,5
white_layer,74826.80390463938,234215.54497680845,path,5
white_layer,80934.6185,234215.54497680845,path,5
white_layer,87540.98972459797,234215.54497680845,path,5
white_layer,94686.61277450967,234215.54497680845,path,5
white_layer,102415.50463291981,234215.54497680845,path,5
white_layer,110775.2752143997,349109.7922094305,path,5
white_layer,119817.42064161674,462321.11776154785,path,5
white_layer,129597.64046105443,567327.7758628621,path,5
white_layer,140176.18075179175,672312.1763783981,path,5
white_layer,151618.20524088823,772983.5753689582,path,5
white_layer,163994.19671144284,772983.5753689582,path,5
white_layer,177380.39117599756,772983.5753689582,path,5
white_layer,191859.2474897892,772983.5753689582,path,5
white_layer,207519.95529666624,772983.5753689582,path,5
white_layer,224458.98443661022,772983.5753689582,path,5
white_layer,242780.6791992105,772983.5753689582,path,5
white_layer,262597.9010836877,772983.5753689582,path,5
white_layer,284032.7240248637,772983.5753689582,path,5
white_layer,307217.1863676625,772983.5753689582,path,5
white_layer,332294.1042223043,772983.5753689582,path,5
white_layer,359417.95121044805,772983.5753689582,path,5
white_layer,388755.81002151617,772983.5753689582,path,5
white_layer,420488.40164078004,772983.5753689582,path,5
white_layer,454811.19858924375,772983.5753689582,path,5
white_layer,491935.6290328727,772983.5753689582,path,5
white_layer,532090.3791784766,772983.5753689582,path,5
white_layer,575522.8019789882,772983.5753689582,path,5
white_layer,622500.4408257566,772983.5753689582,path,5
white_layer,673312.6776137861,712657.392919921,path,5
white_layer,728272.5153319901,427978.1675289041,path,5
