CHROM,Population,SD,MIN,MAX,MEAN
20,ixworth,0.0013299265459409103,1.40091e-4,0.00657113,0.003222802035971223
20,red junglefowl,0.0014392085158490637,2.06336e-4,0.00706204,0.004233197342446043
20,white layer,0.0011211376963377573,1.34087e-5,0.0045922,0.0018027543124293785
21,broiler line A,0.0011401708959239457,4.81164e-4,0.00645172,0.0036079969149560116
21,broiler line B,0.0010562220063056846,3.668e-4,0.00623704,0.0036814600175953077
21,brown layer,7.780437302387996e-4,6.13299e-5,0.00415881,0.0016152085498480242
21,ixworth,0.001103828522661813,8.4957e-5,0.00641985,0.0038807011607038125
21,red junglefowl,0.0011392763078017147,5.16785e-4,0.00709877,0.004358909780058651
21,white layer,9.310649092416677e-4,2.79922e-5,0.00483049,0.002065000231761006
22,broiler line A,0.0016474281123960398,4.78381e-5,0.00662448,0.0017896684341365463
22,broiler line B,0.001738996623930876,8.03076e-5,0.00690546,0.0017916891943775101
22,brown layer,0.0011697280446285564,3.60493e-5,0.00435844,0.0012688723848214285
22,ixworth,0.0016278254650106605,1.60527e-5,0.00638294,0.0019001986228
22,red junglefowl,0.0019284848731567614,5.17573e-5,0.00730501,0.0021247546373493976
22,white layer,8.450417504654302e-4,3.10779e-5,0.00366662,8.865301737288135e-4
23,broiler line A,0.001437891519406899,5.40786e-5,0.00650889,0.0034608317487012986
23,broiler line B,0.001408320219442994,6.18334e-5,0.00631069,0.0033778682954545454
23,brown layer,0.0010469966257585141,5.42956e-5,0.00483814,0.002071241358631922
23,ixworth,0.0014165037814553535,6.93611e-5,0.00637371,0.003544460375324675
23,red junglefowl,0.0015955950673464878,6.94316e-5,0.00719522,0.004189982632792208
23,white layer,9.057430486879663e-4,3.8636e-5,0.00471432,0.001864556893624161
24,broiler line A,0.0011732755735940025,9.23084e-5,0.00609045,0.0035892458627692306
24,broiler line B,0.0012141097109823785,1.51295e-4,0.0058875,0.003303339799382716
24,brown layer,9.682167052508454e-4,4.80701e-5,0.00546439,0.0026479782144615384
24,ixworth,0.0010008787618040259,1.19086e-4,0.00508236,0.002826953033846154
24,red junglefowl,0.0012173914996561777,1.67102e-4,0.00660851,0.0043106701107692305
24,white layer,9.441179222873107e-4,2.96774e-5,0.00393739,0.001433560658095238
25,broiler line A,0.0014346480527562251,3.30252e-5,0.00598794,0.002335435078735632
25,broiler line B,0.0013312846945174382,2.82446e-5,0.00570998,0.0021247246511494253
25,brown layer,9.486253811201855e-4,2.14045e-5,0.00348662,0.0013009306971098265
25,ixworth,0.0016194021340996082,4.7531e-5,0.00884675,0.0028532259977011496
25,red junglefowl,0.001554629062850654,3.86279e-5,0.00728553,0.0026093059109195404
25,white layer,9.369324863193497e-4,2.05275e-5,0.00391607,0.0012064194311764706
26,broiler line A,0.0014245572687796404,5.37205e-5,0.00643253,0.003616221416906475
26,broiler line B,0.0013644032129619683,2.92681e-5,0.00639793,0.003382907307553957
26,brown layer,0.0010976403837793828,4.00338e-5,0.00479871,0.002421270488489209
26,ixworth,0.0014107777508004333,8.52539e-5,0.00657528,0.00350616819028777
26,red junglefowl,0.0014821480637940258,4.71154e-5,0.00681205,0.004199370476258993
26,white layer,9.692570308446447e-4,5.41332e-5,0.0047063,0.00158069772243346
27,broiler line A,0.002059803954282942,2.29517e-5,0.00887359,0.002786398747012987
27,broiler line B,0.0018583008489610885,2.29228e-5,0.00801308,0.0025236542770833334
27,brown layer,0.0010838180860919915,3.06299e-5,0.00414067,0.0014816230286501377
27,ixworth,0.002093681855438283,9.48506e-6,0.0114232,0.0027955809181025642
27,red junglefowl,0.0022348458061398173,1.10012e-5,0.0102946,0.003128898657622739
27,white layer,0.0012862786983880558,1.22571e-5,0.00587486,0.0015996023191891893
28,broiler line A,0.0015213077688665628,7.64514e-5,0.00743882,0.0031729816043137254
28,broiler line B,0.0013367890786477343,7.54868e-5,0.0060638,0.0027577381188235296
28,brown layer,9.233790235832824e-4,1.29005e-5,0.00411222,0.0017112394196
28,ixworth,0.0013225157479248354,1.00556e-4,0.00676123,0.003361098462745098
28,red junglefowl,0.0014450580926070472,8.14192e-5,0.00742648,0.003791726757647059
28,white layer,9.163484888438188e-4,2.51802e-5,0.00453618,0.0018321322944915253
30,broiler line A,9.840772043358452e-4,3.19602e-5,0.00446804,8.850640471910113e-4
30,broiler line B,8.578034937993347e-4,3.16074e-5,0.00381857,7.737756505617978e-4
30,brown layer,8.550204429661749e-4,3.41641e-5,0.00386349,7.173462670454545e-4
30,ixworth,0.0011093682775926608,4.37962e-5,0.00500341,0.0011403623922222222
30,red junglefowl,0.0011457766056351096,1.21657e-5,0.00492174,0.001288910615730337
30,white layer,3.9785728612344037e-4,2.4894e-5,0.00216947,3.1104932068965515e-4
31,broiler line A,0.0018394531825134041,1.71192e-5,0.0107839,0.0014148320080139374
31,broiler line B,0.0017581588063090795,1.79203e-5,0.0116887,0.0013203189279151943
31,brown layer,0.001325289348456498,1.11378e-5,0.0089689,0.0010076156431226765
31,ixworth,0.002182819350474933,3.10078e-5,0.0129868,0.0019222778260135135
31,red junglefowl,0.001986617543448718,2.00249e-5,0.012971,0.001514966798983051
31,white layer,0.001575020905750159,5.74156e-6,0.0117237,0.001063667607923077
32,broiler line A,7.406850905537644e-4,1.09038e-4,0.00302425,0.001151591027027027
32,broiler line B,5.624124712627994e-4,8.82519e-5,0.00205573,9.465008081081081e-4
32,brown layer,5.478844704157778e-4,8.98746e-5,0.0023013,8.898584216216216e-4
32,ixworth,8.645745456518496e-4,1.41982e-4,0.00316038,0.0015223038108108109
32,red junglefowl,6.781076496574065e-4,1.2706e-4,0.00284585,0.0012708476756756756
32,white layer,4.872543013064645e-4,3.59325e-5,0.00173016,6.625231486486487e-4
33,broiler line A,0.001716077225061049,2.81114e-5,0.00840088,0.0023330146865079364
33,broiler line B,0.001609555044033502,3.18307e-5,0.00812721,0.0021143959954787236
33,brown layer,0.0013115239120082397,2.17717e-5,0.00653961,0.0017044103248
33,ixworth,0.0021138997817306197,1.4493e-5,0.0102353,0.0030444868945169712
33,red junglefowl,0.0019224604606821055,3.42474e-5,0.00931292,0.0027523124455263157
33,white layer,0.0010968402274190016,1.33226e-5,0.00539093,0.0012912410149584488
