run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	fastq_aspera	submitted_ftp	sra_ftp	bam_ftp
ERR2985553	SAMEA5160221	ERX2988077	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/003/ERR2985553/ERR2985553.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/003/ERR2985553/ERR2985553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/003/ERR2985553/ERR2985553_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/003/ERR2985553/ERR2985553.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/003/ERR2985553/ERR2985553_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/003/ERR2985553/ERR2985553_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985553/i_RJFt_02D1461.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985553/i_RJFt_02D1461.recal.bam.bai	NA	NA
ERR2985569	SAMEA5160237	ERX2988093	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/009/ERR2985569/ERR2985569.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/009/ERR2985569/ERR2985569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/009/ERR2985569/ERR2985569_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/009/ERR2985569/ERR2985569.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/009/ERR2985569/ERR2985569_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/009/ERR2985569/ERR2985569_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985569/i_BR_4001061.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985569/i_BR_4001061.recal.bam.bai	NA	NA
ERR2985570	SAMEA5160238	ERX2988094	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985570/ERR2985570.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985570/ERR2985570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985570/ERR2985570_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985570/ERR2985570.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985570/ERR2985570_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985570/ERR2985570_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985570/i_BR_4001071.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985570/i_BR_4001071.recal.bam.bai	NA	NA
ERR2985571	SAMEA5160239	ERX2988095	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/001/ERR2985571/ERR2985571.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/001/ERR2985571/ERR2985571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/001/ERR2985571/ERR2985571_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/001/ERR2985571/ERR2985571.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/001/ERR2985571/ERR2985571_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/001/ERR2985571/ERR2985571_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985571/i_BR_4001111.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985571/i_BR_4001111.recal.bam.bai	NA	NA
ERR2985574	SAMEA5160242	ERX2988098	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/004/ERR2985574/ERR2985574.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/004/ERR2985574/ERR2985574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/004/ERR2985574/ERR2985574_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/004/ERR2985574/ERR2985574.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/004/ERR2985574/ERR2985574_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/004/ERR2985574/ERR2985574_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985574/i_BR_4001191.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985574/i_BR_4001191.recal.bam.bai	NA	NA
ERR2985575	SAMEA5160243	ERX2988099	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/005/ERR2985575/ERR2985575.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/005/ERR2985575/ERR2985575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/005/ERR2985575/ERR2985575_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/005/ERR2985575/ERR2985575.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/005/ERR2985575/ERR2985575_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/005/ERR2985575/ERR2985575_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985575/i_BR_4001201.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985575/i_BR_4001201.recal.bam.bai	NA	NA
ERR2985577	SAMEA5160245	ERX2988101	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/007/ERR2985577/ERR2985577.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/007/ERR2985577/ERR2985577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/007/ERR2985577/ERR2985577_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/007/ERR2985577/ERR2985577.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/007/ERR2985577/ERR2985577_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/007/ERR2985577/ERR2985577_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985577/i_BR_4001251.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985577/i_BR_4001251.recal.bam.bai	NA	NA
ERR2985578	SAMEA5160246	ERX2988102	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/008/ERR2985578/ERR2985578.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/008/ERR2985578/ERR2985578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/008/ERR2985578/ERR2985578_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/008/ERR2985578/ERR2985578.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/008/ERR2985578/ERR2985578_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/008/ERR2985578/ERR2985578_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985578/i_BR_4001262.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985578/i_BR_4001262.recal.bam.bai	NA	NA
ERR2985586	SAMEA5160254	ERX2988110	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/006/ERR2985586/ERR2985586.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/006/ERR2985586/ERR2985586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/006/ERR2985586/ERR2985586_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/006/ERR2985586/ERR2985586.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/006/ERR2985586/ERR2985586_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/006/ERR2985586/ERR2985586_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985586/i_BR_4001492.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985586/i_BR_4001492.recal.bam.bai	NA	NA
ERR2985590	SAMEA5160258	ERX2988114	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985590/ERR2985590.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985590/ERR2985590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985590/ERR2985590_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985590/ERR2985590.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985590/ERR2985590_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985590/ERR2985590_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985590/i_BR_4200292.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985590/i_BR_4200292.recal.bam.bai	NA	NA
ERR2985593	SAMEA5160261	ERX2988117	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/003/ERR2985593/ERR2985593.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/003/ERR2985593/ERR2985593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/003/ERR2985593/ERR2985593_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/003/ERR2985593/ERR2985593.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/003/ERR2985593/ERR2985593_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/003/ERR2985593/ERR2985593_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985593/i_BR_4200322.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985593/i_BR_4200322.recal.bam.bai	NA	NA
ERR2985594	SAMEA5160262	ERX2988118	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/004/ERR2985594/ERR2985594.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/004/ERR2985594/ERR2985594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/004/ERR2985594/ERR2985594_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/004/ERR2985594/ERR2985594.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/004/ERR2985594/ERR2985594_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/004/ERR2985594/ERR2985594_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985594/i_BR_4200332.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985594/i_BR_4200332.recal.bam.bai	NA	NA
ERR2985597	SAMEA5160265	ERX2988121	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/007/ERR2985597/ERR2985597.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/007/ERR2985597/ERR2985597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/007/ERR2985597/ERR2985597_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/007/ERR2985597/ERR2985597.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/007/ERR2985597/ERR2985597_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/007/ERR2985597/ERR2985597_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985597/i_BR_4200361.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985597/i_BR_4200361.recal.bam.bai	NA	NA
ERR2985598	SAMEA5160266	ERX2988122	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/008/ERR2985598/ERR2985598.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/008/ERR2985598/ERR2985598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/008/ERR2985598/ERR2985598_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/008/ERR2985598/ERR2985598.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/008/ERR2985598/ERR2985598_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/008/ERR2985598/ERR2985598_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985598/i_BR_4200371.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985598/i_BR_4200371.recal.bam.bai	NA	NA
ERR2985600	SAMEA5160268	ERX2988124	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985600/ERR2985600.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985600/ERR2985600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985600/ERR2985600_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985600/ERR2985600.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985600/ERR2985600_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985600/ERR2985600_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985600/i_BR_4200931.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985600/i_BR_4200931.recal.bam.bai	NA	NA
ERR2985602	SAMEA5160270	ERX2988126	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/002/ERR2985602/ERR2985602.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/002/ERR2985602/ERR2985602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/002/ERR2985602/ERR2985602_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/002/ERR2985602/ERR2985602.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/002/ERR2985602/ERR2985602_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/002/ERR2985602/ERR2985602_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985602/i_BR_4200951.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985602/i_BR_4200951.recal.bam.bai	NA	NA
ERR2985606	SAMEA5160274	ERX2988130	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/006/ERR2985606/ERR2985606.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/006/ERR2985606/ERR2985606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/006/ERR2985606/ERR2985606_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/006/ERR2985606/ERR2985606.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/006/ERR2985606/ERR2985606_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/006/ERR2985606/ERR2985606_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985606/i_BR_4200992.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985606/i_BR_4200992.recal.bam.bai	NA	NA
ERR2985607	SAMEA5160275	ERX2988131	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/007/ERR2985607/ERR2985607.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/007/ERR2985607/ERR2985607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/007/ERR2985607/ERR2985607_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/007/ERR2985607/ERR2985607.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/007/ERR2985607/ERR2985607_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/007/ERR2985607/ERR2985607_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985607/i_BL_72656.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985607/i_BL_72656.recal.bam.bai	NA	NA
ERR2985614	SAMEA5160282	ERX2988138	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/004/ERR2985614/ERR2985614.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/004/ERR2985614/ERR2985614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/004/ERR2985614/ERR2985614_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/004/ERR2985614/ERR2985614.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/004/ERR2985614/ERR2985614_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/004/ERR2985614/ERR2985614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985614/i_BL_72663.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985614/i_BL_72663.recal.bam.bai	NA	NA
ERR2985623	SAMEA5160291	ERX2988147	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/003/ERR2985623/ERR2985623.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/003/ERR2985623/ERR2985623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/003/ERR2985623/ERR2985623_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/003/ERR2985623/ERR2985623.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/003/ERR2985623/ERR2985623_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/003/ERR2985623/ERR2985623_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985623/i_BL_72672.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985623/i_BL_72672.recal.bam.bai	NA	NA
ERR2985624	SAMEA5160292	ERX2988148	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/004/ERR2985624/ERR2985624.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/004/ERR2985624/ERR2985624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/004/ERR2985624/ERR2985624_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/004/ERR2985624/ERR2985624.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/004/ERR2985624/ERR2985624_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/004/ERR2985624/ERR2985624_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985624/i_BL_72673.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985624/i_BL_72673.recal.bam.bai	NA	NA
ERR2985632	SAMEA5160300	ERX2988156	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/002/ERR2985632/ERR2985632.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/002/ERR2985632/ERR2985632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/002/ERR2985632/ERR2985632_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/002/ERR2985632/ERR2985632.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/002/ERR2985632/ERR2985632_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/002/ERR2985632/ERR2985632_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985632/i_WL_72631.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985632/i_WL_72631.recal.bam.bai	NA	NA
ERR2985634	SAMEA5160302	ERX2988158	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/004/ERR2985634/ERR2985634.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/004/ERR2985634/ERR2985634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/004/ERR2985634/ERR2985634_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/004/ERR2985634/ERR2985634.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/004/ERR2985634/ERR2985634_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/004/ERR2985634/ERR2985634_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985634/i_WL_72633.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985634/i_WL_72633.recal.bam.bai	NA	NA
ERR2985635	SAMEA5160303	ERX2988159	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/005/ERR2985635/ERR2985635.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/005/ERR2985635/ERR2985635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/005/ERR2985635/ERR2985635_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/005/ERR2985635/ERR2985635.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/005/ERR2985635/ERR2985635_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/005/ERR2985635/ERR2985635_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985635/i_WL_72634.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985635/i_WL_72634.recal.bam.bai	NA	NA
ERR2985640	SAMEA5160308	ERX2988164	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985640/ERR2985640.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985640/ERR2985640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985640/ERR2985640_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985640/ERR2985640.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985640/ERR2985640_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985640/ERR2985640_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985640/i_WL_72639.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985640/i_WL_72639.recal.bam.bai	NA	NA
ERR2985643	SAMEA5160311	ERX2988167	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/003/ERR2985643/ERR2985643.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/003/ERR2985643/ERR2985643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/003/ERR2985643/ERR2985643_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/003/ERR2985643/ERR2985643.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/003/ERR2985643/ERR2985643_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/003/ERR2985643/ERR2985643_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985643/i_WL_72642.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985643/i_WL_72642.recal.bam.bai	NA	NA
ERR2985645	SAMEA5160313	ERX2988169	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/005/ERR2985645/ERR2985645.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/005/ERR2985645/ERR2985645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/005/ERR2985645/ERR2985645_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/005/ERR2985645/ERR2985645.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/005/ERR2985645/ERR2985645_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/005/ERR2985645/ERR2985645_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985645/i_WL_72644.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985645/i_WL_72644.recal.bam.bai	NA	NA
ERR2985647	SAMEA5160315	ERX2988171	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/007/ERR2985647/ERR2985647.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/007/ERR2985647/ERR2985647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/007/ERR2985647/ERR2985647_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/007/ERR2985647/ERR2985647.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/007/ERR2985647/ERR2985647_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/007/ERR2985647/ERR2985647_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985647/i_WL_72646.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985647/i_WL_72646.recal.bam.bai	NA	NA
ERR2985650	SAMEA5160318	ERX2988174	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985650/ERR2985650.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985650/ERR2985650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985650/ERR2985650_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985650/ERR2985650.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985650/ERR2985650_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985650/ERR2985650_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985650/i_WL_72649.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985650/i_WL_72649.recal.bam.bai	NA	NA
