run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	fastq_aspera	submitted_ftp	sra_ftp	bam_ftp
ERR2985532	SAMEA5160200	ERX2988056	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/002/ERR2985532/ERR2985532.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/002/ERR2985532/ERR2985532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/002/ERR2985532/ERR2985532_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/002/ERR2985532/ERR2985532.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/002/ERR2985532/ERR2985532_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/002/ERR2985532/ERR2985532_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985532/i_RJFt_02A0222.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985532/i_RJFt_02A0222.recal.bam.bai	NA	NA
ERR2985534	SAMEA5160202	ERX2988058	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/004/ERR2985534/ERR2985534.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/004/ERR2985534/ERR2985534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/004/ERR2985534/ERR2985534_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/004/ERR2985534/ERR2985534.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/004/ERR2985534/ERR2985534_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/004/ERR2985534/ERR2985534_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985534/i_RJFt_02A0252.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985534/i_RJFt_02A0252.recal.bam.bai	NA	NA
ERR2985537	SAMEA5160205	ERX2988061	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/007/ERR2985537/ERR2985537.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/007/ERR2985537/ERR2985537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/007/ERR2985537/ERR2985537_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/007/ERR2985537/ERR2985537.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/007/ERR2985537/ERR2985537_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/007/ERR2985537/ERR2985537_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985537/i_RJFt_02C0322.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985537/i_RJFt_02C0322.recal.bam.bai	NA	NA
ERR2985539	SAMEA5160207	ERX2988063	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/009/ERR2985539/ERR2985539.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/009/ERR2985539/ERR2985539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/009/ERR2985539/ERR2985539_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/009/ERR2985539/ERR2985539.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/009/ERR2985539/ERR2985539_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/009/ERR2985539/ERR2985539_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985539/i_RJFt_02C0352.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985539/i_RJFt_02C0352.recal.bam.bai	NA	NA
ERR2985540	SAMEA5160208	ERX2988064	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985540/ERR2985540.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985540/ERR2985540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985540/ERR2985540_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985540/ERR2985540.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985540/ERR2985540_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985540/ERR2985540_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985540/i_RJFt_02C0372.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985540/i_RJFt_02C0372.recal.bam.bai	NA	NA
ERR2985557	SAMEA5160225	ERX2988081	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/007/ERR2985557/ERR2985557.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/007/ERR2985557/ERR2985557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/007/ERR2985557/ERR2985557_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/007/ERR2985557/ERR2985557.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/007/ERR2985557/ERR2985557_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/007/ERR2985557/ERR2985557_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985557/i_RJFi_332.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985557/i_RJFi_332.recal.bam.bai	NA	NA
ERR2985572	SAMEA5160240	ERX2988096	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/002/ERR2985572/ERR2985572.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/002/ERR2985572/ERR2985572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/002/ERR2985572/ERR2985572_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/002/ERR2985572/ERR2985572.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/002/ERR2985572/ERR2985572_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/002/ERR2985572/ERR2985572_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985572/i_BR_4001121.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985572/i_BR_4001121.recal.bam.bai	NA	NA
ERR2985573	SAMEA5160241	ERX2988097	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/003/ERR2985573/ERR2985573.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/003/ERR2985573/ERR2985573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/003/ERR2985573/ERR2985573_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/003/ERR2985573/ERR2985573.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/003/ERR2985573/ERR2985573_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/003/ERR2985573/ERR2985573_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985573/i_BR_4001131.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985573/i_BR_4001131.recal.bam.bai	NA	NA
ERR2985576	SAMEA5160244	ERX2988100	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/006/ERR2985576/ERR2985576.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/006/ERR2985576/ERR2985576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/006/ERR2985576/ERR2985576_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/006/ERR2985576/ERR2985576.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/006/ERR2985576/ERR2985576_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/006/ERR2985576/ERR2985576_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985576/i_BR_4001211.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985576/i_BR_4001211.recal.bam.bai	NA	NA
ERR2985579	SAMEA5160247	ERX2988103	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/009/ERR2985579/ERR2985579.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/009/ERR2985579/ERR2985579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/009/ERR2985579/ERR2985579_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/009/ERR2985579/ERR2985579.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/009/ERR2985579/ERR2985579_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/009/ERR2985579/ERR2985579_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985579/i_BR_4001272.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985579/i_BR_4001272.recal.bam.bai	NA	NA
ERR2985583	SAMEA5160251	ERX2988107	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/003/ERR2985583/ERR2985583.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/003/ERR2985583/ERR2985583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/003/ERR2985583/ERR2985583_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/003/ERR2985583/ERR2985583.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/003/ERR2985583/ERR2985583_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/003/ERR2985583/ERR2985583_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985583/i_BR_4001392.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985583/i_BR_4001392.recal.bam.bai	NA	NA
ERR2985585	SAMEA5160253	ERX2988109	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/005/ERR2985585/ERR2985585.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/005/ERR2985585/ERR2985585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/005/ERR2985585/ERR2985585_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/005/ERR2985585/ERR2985585.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/005/ERR2985585/ERR2985585_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/005/ERR2985585/ERR2985585_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985585/i_BR_4001472.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985585/i_BR_4001472.recal.bam.bai	NA	NA
ERR2985587	SAMEA5160255	ERX2988111	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/007/ERR2985587/ERR2985587.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/007/ERR2985587/ERR2985587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/007/ERR2985587/ERR2985587_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/007/ERR2985587/ERR2985587.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/007/ERR2985587/ERR2985587_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/007/ERR2985587/ERR2985587_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985587/i_BR_4200262.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985587/i_BR_4200262.recal.bam.bai	NA	NA
ERR2985592	SAMEA5160260	ERX2988116	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/002/ERR2985592/ERR2985592.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/002/ERR2985592/ERR2985592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/002/ERR2985592/ERR2985592_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/002/ERR2985592/ERR2985592.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/002/ERR2985592/ERR2985592_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/002/ERR2985592/ERR2985592_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985592/i_BR_4200312.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985592/i_BR_4200312.recal.bam.bai	NA	NA
ERR2985595	SAMEA5160263	ERX2988119	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/005/ERR2985595/ERR2985595.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/005/ERR2985595/ERR2985595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/005/ERR2985595/ERR2985595_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/005/ERR2985595/ERR2985595.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/005/ERR2985595/ERR2985595_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/005/ERR2985595/ERR2985595_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985595/i_BR_4200342.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985595/i_BR_4200342.recal.bam.bai	NA	NA
ERR2985596	SAMEA5160264	ERX2988120	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/006/ERR2985596/ERR2985596.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/006/ERR2985596/ERR2985596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/006/ERR2985596/ERR2985596_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/006/ERR2985596/ERR2985596.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/006/ERR2985596/ERR2985596_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/006/ERR2985596/ERR2985596_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985596/i_BR_4200351.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985596/i_BR_4200351.recal.bam.bai	NA	NA
ERR2985599	SAMEA5160267	ERX2988123	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/009/ERR2985599/ERR2985599.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/009/ERR2985599/ERR2985599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/009/ERR2985599/ERR2985599_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/009/ERR2985599/ERR2985599.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/009/ERR2985599/ERR2985599_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/009/ERR2985599/ERR2985599_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985599/i_BR_4200921.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985599/i_BR_4200921.recal.bam.bai	NA	NA
ERR2985601	SAMEA5160269	ERX2988125	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/001/ERR2985601/ERR2985601.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/001/ERR2985601/ERR2985601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/001/ERR2985601/ERR2985601_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/001/ERR2985601/ERR2985601.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/001/ERR2985601/ERR2985601_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/001/ERR2985601/ERR2985601_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985601/i_BR_4200941.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985601/i_BR_4200941.recal.bam.bai	NA	NA
ERR2985538	SAMEA5160206	ERX2988062	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/008/ERR2985538/ERR2985538.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/008/ERR2985538/ERR2985538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/008/ERR2985538/ERR2985538_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/008/ERR2985538/ERR2985538.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/008/ERR2985538/ERR2985538_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/008/ERR2985538/ERR2985538_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985538/i_RJFt_02C0342.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985538/i_RJFt_02C0342.recal.bam.bai	NA	NA
ERR2985603	SAMEA5160271	ERX2988127	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/003/ERR2985603/ERR2985603.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/003/ERR2985603/ERR2985603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/003/ERR2985603/ERR2985603_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/003/ERR2985603/ERR2985603.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/003/ERR2985603/ERR2985603_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/003/ERR2985603/ERR2985603_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985603/i_BR_4200961.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985603/i_BR_4200961.recal.bam.bai	NA	NA
ERR2985541	SAMEA5160209	ERX2988065	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/001/ERR2985541/ERR2985541.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/001/ERR2985541/ERR2985541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/001/ERR2985541/ERR2985541_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/001/ERR2985541/ERR2985541.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/001/ERR2985541/ERR2985541_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/001/ERR2985541/ERR2985541_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985541/i_RJFt_02C0402.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985541/i_RJFt_02C0402.recal.bam.bai	NA	NA
ERR2985604	SAMEA5160272	ERX2988128	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/004/ERR2985604/ERR2985604.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/004/ERR2985604/ERR2985604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/004/ERR2985604/ERR2985604_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/004/ERR2985604/ERR2985604.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/004/ERR2985604/ERR2985604_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/004/ERR2985604/ERR2985604_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985604/i_BR_4200971.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985604/i_BR_4200971.recal.bam.bai	NA	NA
ERR2985546	SAMEA5160214	ERX2988070	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/006/ERR2985546/ERR2985546.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/006/ERR2985546/ERR2985546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/006/ERR2985546/ERR2985546_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/006/ERR2985546/ERR2985546.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/006/ERR2985546/ERR2985546_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/006/ERR2985546/ERR2985546_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985546/i_RJFt_02D1312.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985546/i_RJFt_02D1312.recal.bam.bai	NA	NA
ERR2985608	SAMEA5160276	ERX2988132	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/008/ERR2985608/ERR2985608.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/008/ERR2985608/ERR2985608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/008/ERR2985608/ERR2985608_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/008/ERR2985608/ERR2985608.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/008/ERR2985608/ERR2985608_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/008/ERR2985608/ERR2985608_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985608/i_BL_72657.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985608/i_BL_72657.recal.bam.bai	NA	NA
ERR2985549	SAMEA5160217	ERX2988073	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/009/ERR2985549/ERR2985549.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/009/ERR2985549/ERR2985549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/009/ERR2985549/ERR2985549_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/009/ERR2985549/ERR2985549.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/009/ERR2985549/ERR2985549_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/009/ERR2985549/ERR2985549_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985549/i_RJFt_02D1352.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985549/i_RJFt_02D1352.recal.bam.bai	NA	NA
ERR2985610	SAMEA5160278	ERX2988134	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985610/ERR2985610.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985610/ERR2985610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985610/ERR2985610_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985610/ERR2985610.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985610/ERR2985610_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985610/ERR2985610_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985610/i_BL_72659.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985610/i_BL_72659.recal.bam.bai	NA	NA
ERR2985612	SAMEA5160280	ERX2988136	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/002/ERR2985612/ERR2985612.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/002/ERR2985612/ERR2985612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/002/ERR2985612/ERR2985612_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/002/ERR2985612/ERR2985612.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/002/ERR2985612/ERR2985612_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/002/ERR2985612/ERR2985612_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985612/i_BL_72661.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985612/i_BL_72661.recal.bam.bai	NA	NA
ERR2985550	SAMEA5160218	ERX2988074	PRJEB30270	9031	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985550/ERR2985550.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985550/ERR2985550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR298/000/ERR2985550/ERR2985550_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985550/ERR2985550.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985550/ERR2985550_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR298/000/ERR2985550/ERR2985550_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985550/i_RJFt_02D1362.recal.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR298/ERR2985550/i_RJFt_02D1362.recal.bam.bai	NA	NA
